conversion_id,click_id,affiliate_id,merchant_id,campaign_id,customer_id,product_id,session_id,converted_at,order_id,quantity,order_value,commission_rate,commission_earned,order_status,return_status
CONV_SYN_00000803,CLK_SYN_00006408,AFF014,MER0089,CAMP0021,CUST002042,B07PQR345,SES00204203,2024-07-08 04:10:12,ORD_SYN_00000803,1,399.0,0.02,7.98,Delivered,Returned
CONV_SYN_00000122,CLK_SYN_00004311,AFF016,MER0033,CAMP0001,CUST003733,B08JKL456,SES00373301,2024-07-08 07:32:07,ORD_SYN_00000122,1,99.99,0.04,4.0,Delivered,Returned
CONV_SYN_00000429,CLK_SYN_00007345,AFF005,MER0085,CAMP0012,CUST004931,B07HGJKL12,SES00493102,2024-07-08 09:38:54,ORD_SYN_00000429,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00000188,CLK_SYN_00009458,AFF009,MER0018,CAMP0044,CUST002926,B07GHI456,SES00292601,2024-07-08 12:06:59,ORD_SYN_00000188,1,149.99,0.035,5.25,Delivered,Returned
CONV_SYN_00001971,CLK_SYN_00006931,AFF001,MER0068,CAMP0003,CUST002318,B08JKL456,SES00231801,2024-07-08 21:52:24,ORD_SYN_00001971,1,99.99,0.04,4.0,Cancelled,Returned
CONV_SYN_00000398,CLK_SYN_00005792,AFF020,MER0034,CAMP0001,CUST002791,B08STU678,SES00279103,2024-07-09 18:48:45,ORD_SYN_00000398,1,69.99,0.03,2.1,Delivered,Not Returned
CONV_SYN_00000380,CLK_SYN_00008317,AFF015,MER0002,CAMP0004,CUST002281,B07MNO012,SES00228102,2024-07-09 20:43:43,ORD_SYN_00000380,2,199.98,0.03,6.0,Delivered,Returned
CONV_SYN_00000539,CLK_SYN_00002432,AFF004,MER0080,CAMP0014,CUST002349,B07TUVW901,SES00234901,2024-07-10 02:56:49,ORD_SYN_00000539,2,299.9,0.025,7.5,Delivered,Not Returned
CONV_SYN_00001758,CLK_SYN_00004435,AFF012,MER0044,CAMP0015,CUST004214,B07HGJKL12,SES00421403,2024-07-10 08:46:15,ORD_SYN_00001758,1,249.0,0.02,4.98,Cancelled,Not Returned
CONV_SYN_00001816,CLK_SYN_00004176,AFF008,MER0059,CAMP0033,CUST004829,B07VWX901,SES00482903,2024-07-10 11:25:46,ORD_SYN_00001816,1,99.99,0.025,2.5,Delivered,Not Returned
CONV_SYN_00001069,CLK_SYN_00002539,AFF006,MER0041,CAMP0034,CUST000965,B08STU678,SES00096502,2024-07-10 13:33:37,ORD_SYN_00001069,1,69.99,0.03,2.1,Delivered,Not Returned
CONV_SYN_00000004,CLK_SYN_00005267,AFF010,MER0041,CAMP0037,CUST000082,B08YZA567,SES00008201,2024-07-10 14:51:41,ORD_SYN_00000004,1,89.99,0.03,2.7,Cancelled,Not Returned
CONV_SYN_00000171,CLK_SYN_00001964,AFF019,MER0092,CAMP0037,CUST002815,B07PQR345,SES00281501,2024-07-10 17:42:35,ORD_SYN_00000171,1,399.0,0.02,7.98,Cancelled,Returned
CONV_SYN_00001904,CLK_SYN_00005306,AFF001,MER0093,CAMP0050,CUST004825,B07MNO345,SES00482502,2024-07-10 18:33:19,ORD_SYN_00001904,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00001541,CLK_SYN_00007487,AFF005,MER0094,CAMP0037,CUST001661,B07DEF456,SES00166102,2024-07-10 20:01:28,ORD_SYN_00001541,1,299.0,0.025,7.48,Cancelled,Not Returned
CONV_SYN_00001795,CLK_SYN_00004402,AFF011,MER0008,CAMP0035,CUST000043,B09GHI456,SES00004303,2024-07-11 01:37:28,ORD_SYN_00001795,2,199.98,0.03,6.0,Delivered,Not Returned
CONV_SYN_00001989,CLK_SYN_00000090,AFF006,MER0039,CAMP0023,CUST002756,B08YZA567,SES00275601,2024-07-11 06:22:13,ORD_SYN_00001989,1,89.99,0.03,2.7,Cancelled,Returned
CONV_SYN_00001119,CLK_SYN_00003373,AFF017,MER0041,CAMP0050,CUST003144,B08STU901,SES00314401,2024-07-11 15:29:39,ORD_SYN_00001119,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00001424,CLK_SYN_00004046,AFF003,MER0044,CAMP0043,CUST003282,B08STU234,SES00328203,2024-07-11 15:56:01,ORD_SYN_00001424,1,128.0,0.03,3.84,Delivered,Not Returned
CONV_SYN_00001092,CLK_SYN_00001964,AFF019,MER0092,CAMP0037,CUST002815,B07PQR345,SES00281501,2024-07-11 17:41:59,ORD_SYN_00001092,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000094,CLK_SYN_00006119,AFF001,MER0075,CAMP0031,CUST001768,B08JKL789,SES00176803,2024-07-11 19:33:33,ORD_SYN_00000094,2,51.98,0.04,2.08,Delivered,Returned
CONV_SYN_00000913,CLK_SYN_00001527,AFF005,MER0090,CAMP0018,CUST004454,B08JKL456,SES00445401,2024-07-11 23:32:41,ORD_SYN_00000913,1,99.99,0.04,4.0,Cancelled,Not Returned
CONV_SYN_00001861,CLK_SYN_00009074,AFF010,MER0098,CAMP0003,CUST001446,B08YZA567,SES00144603,2024-07-12 02:02:16,ORD_SYN_00001861,2,179.98,0.03,5.4,Delivered,Not Returned
CONV_SYN_00000187,CLK_SYN_00000090,AFF006,MER0039,CAMP0023,CUST002756,B08YZA567,SES00275601,2024-07-12 04:24:01,ORD_SYN_00000187,1,89.99,0.03,2.7,Delivered,Returned
CONV_SYN_00001872,CLK_SYN_00000110,AFF018,MER0044,CAMP0021,CUST004100,B07GHI789,SES00410003,2024-07-12 06:23:06,ORD_SYN_00001872,1,179.0,0.02,3.58,Delivered,Returned
CONV_SYN_00000557,CLK_SYN_00007640,AFF019,MER0053,CAMP0027,CUST004403,B07PQR345,SES00440302,2024-07-12 12:33:22,ORD_SYN_00000557,2,798.0,0.02,15.96,Cancelled,Returned
CONV_SYN_00000412,CLK_SYN_00001787,AFF006,MER0017,CAMP0016,CUST000790,B07HGJKL12,SES00079002,2024-07-12 23:36:53,ORD_SYN_00000412,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00001416,CLK_SYN_00005810,AFF015,MER0048,CAMP0050,CUST003225,B08JKL456,SES00322503,2024-07-12 23:48:35,ORD_SYN_00001416,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00000785,CLK_SYN_00009377,AFF002,MER0076,CAMP0019,CUST001423,B07MNO345,SES00142302,2024-07-13 03:28:13,ORD_SYN_00000785,1,59.99,0.04,2.4,Delivered,Not Returned
CONV_SYN_00001054,CLK_SYN_00003543,AFF010,MER0042,CAMP0017,CUST004959,B08ABC567,SES00495902,2024-07-13 05:57:35,ORD_SYN_00001054,1,59.99,0.03,1.8,Cancelled,Not Returned
CONV_SYN_00001270,CLK_SYN_00005708,AFF012,MER0073,CAMP0028,CUST000112,B09PQR012,SES00011203,2024-07-13 06:08:15,ORD_SYN_00001270,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000898,CLK_SYN_00006356,AFF017,MER0012,CAMP0016,CUST002471,B09PQR901,SES00247103,2024-07-13 09:04:55,ORD_SYN_00000898,1,349.99,0.02,7.0,Delivered,Returned
CONV_SYN_00000015,CLK_SYN_00009701,AFF019,MER0053,CAMP0047,CUST001141,B09YZA890,SES00114101,2024-07-13 11:12:47,ORD_SYN_00000015,1,98.0,0.03,2.94,Delivered,Not Returned
CONV_SYN_00001908,CLK_SYN_00009258,AFF003,MER0023,CAMP0023,CUST002489,B07MNO789,SES00248902,2024-07-13 16:34:05,ORD_SYN_00001908,2,399.9,0.03,12.0,Delivered,Not Returned
CONV_SYN_00000085,CLK_SYN_00000406,AFF019,MER0085,CAMP0034,CUST000093,B07MNO012,SES00009301,2024-07-13 21:32:37,ORD_SYN_00000085,1,99.99,0.03,3.0,Cancelled,Not Returned
CONV_SYN_00000644,CLK_SYN_00001612,AFF008,MER0011,CAMP0015,CUST004004,B08JKL456,SES00400403,2024-07-14 00:31:04,ORD_SYN_00000644,1,99.99,0.04,4.0,Cancelled,Not Returned
CONV_SYN_00000581,CLK_SYN_00006188,AFF002,MER0023,CAMP0041,CUST004572,B07HGJKL12,SES00457203,2024-07-14 08:22:20,ORD_SYN_00000581,1,249.0,0.02,4.98,Delivered,Returned
CONV_SYN_00000611,CLK_SYN_00009998,AFF015,MER0066,CAMP0013,CUST001669,B07VWX567,SES00166901,2024-07-14 16:38:07,ORD_SYN_00000611,1,99.0,0.025,2.48,Delivered,Not Returned
CONV_SYN_00000862,CLK_SYN_00004507,AFF016,MER0099,CAMP0005,CUST002668,B09PQR012,SES00266801,2024-07-14 23:04:30,ORD_SYN_00000862,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00000540,CLK_SYN_00007046,AFF015,MER0073,CAMP0004,CUST004992,B07MNO789,SES00499203,2024-07-14 23:20:46,ORD_SYN_00000540,2,399.9,0.03,12.0,Cancelled,Not Returned
CONV_SYN_00001464,CLK_SYN_00009608,AFF014,MER0050,CAMP0037,CUST001753,B08STU678,SES00175302,2024-07-14 23:36:11,ORD_SYN_00001464,2,139.98,0.03,4.2,Cancelled,Not Returned
CONV_SYN_00001990,CLK_SYN_00009258,AFF003,MER0023,CAMP0023,CUST002489,B07MNO789,SES00248902,2024-07-15 08:50:17,ORD_SYN_00001990,1,199.95,0.03,6.0,Delivered,Not Returned
CONV_SYN_00000545,CLK_SYN_00000499,AFF018,MER0060,CAMP0020,CUST003869,B09GHI456,SES00386901,2024-07-15 14:10:38,ORD_SYN_00000545,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00000381,CLK_SYN_00002359,AFF014,MER0028,CAMP0009,CUST004020,B08JKL456,SES00402001,2024-07-15 18:17:04,ORD_SYN_00000381,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00000971,CLK_SYN_00003243,AFF013,MER0008,CAMP0019,CUST000516,B09HIJ012,SES00051602,2024-07-15 20:13:51,ORD_SYN_00000971,1,139.99,0.04,5.6,Delivered,Not Returned
CONV_SYN_00000041,CLK_SYN_00008997,AFF006,MER0034,CAMP0024,CUST003645,B09HIJ890,SES00364501,2024-07-15 22:26:30,ORD_SYN_00000041,1,299.99,0.025,7.5,Delivered,Not Returned
CONV_SYN_00000003,CLK_SYN_00003271,AFF015,MER0031,CAMP0033,CUST003877,B09GHI456,SES00387702,2024-07-15 22:37:36,ORD_SYN_00000003,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00001768,CLK_SYN_00008136,AFF018,MER0096,CAMP0022,CUST003939,B07BCD890,SES00393902,2024-07-16 04:25:47,ORD_SYN_00001768,1,799.99,0.02,16.0,Delivered,Not Returned
CONV_SYN_00001472,CLK_SYN_00002761,AFF020,MER0007,CAMP0033,CUST000152,B08ABC567,SES00015202,2024-07-16 08:13:28,ORD_SYN_00001472,1,59.99,0.03,1.8,Delivered,Not Returned
CONV_SYN_00001414,CLK_SYN_00008136,AFF018,MER0096,CAMP0022,CUST003939,B07BCD890,SES00393902,2024-07-16 10:19:11,ORD_SYN_00001414,1,799.99,0.02,16.0,Delivered,Returned
CONV_SYN_00001772,CLK_SYN_00004507,AFF016,MER0099,CAMP0005,CUST002668,B09PQR012,SES00266801,2024-07-16 10:32:42,ORD_SYN_00001772,1,399.0,0.02,7.98,Delivered,Returned
CONV_SYN_00001499,CLK_SYN_00007495,AFF010,MER0072,CAMP0029,CUST001507,B08N5WRWNW,SES00150701,2024-07-16 11:19:39,ORD_SYN_00001499,1,49.99,0.04,2.0,Delivered,Not Returned
CONV_SYN_00001272,CLK_SYN_00003266,AFF001,MER0041,CAMP0015,CUST003393,B09HIJ890,SES00339303,2024-07-16 13:14:40,ORD_SYN_00001272,1,299.99,0.025,7.5,Delivered,Not Returned
CONV_SYN_00000462,CLK_SYN_00003266,AFF001,MER0041,CAMP0015,CUST003393,B09HIJ890,SES00339303,2024-07-16 15:01:28,ORD_SYN_00000462,1,299.99,0.025,7.5,Delivered,Not Returned
CONV_SYN_00001625,CLK_SYN_00007510,AFF008,MER0010,CAMP0043,CUST001011,B07MNO789,SES00101103,2024-07-16 15:32:08,ORD_SYN_00001625,1,199.95,0.03,6.0,Delivered,Not Returned
CONV_SYN_00000962,CLK_SYN_00003945,AFF012,MER0092,CAMP0046,CUST001603,B08STU901,SES00160301,2024-07-16 18:53:16,ORD_SYN_00000962,2,759.98,0.025,19.0,Delivered,Not Returned
CONV_SYN_00000843,CLK_SYN_00004232,AFF006,MER0019,CAMP0049,CUST002575,B09PQR678,SES00257502,2024-07-16 19:56:37,ORD_SYN_00000843,2,799.98,0.02,16.0,Delivered,Not Returned
CONV_SYN_00001302,CLK_SYN_00006524,AFF009,MER0004,CAMP0009,CUST002196,B07PQR345,SES00219601,2024-07-17 02:08:52,ORD_SYN_00001302,1,399.0,0.02,7.98,Delivered,Not Returned
CONV_SYN_00001220,CLK_SYN_00003945,AFF012,MER0092,CAMP0046,CUST001603,B08STU901,SES00160301,2024-07-17 08:02:52,ORD_SYN_00001220,1,379.99,0.025,9.5,Delivered,Not Returned
CONV_SYN_00000918,CLK_SYN_00007000,AFF018,MER0048,CAMP0011,CUST000137,B08ABC890,SES00013703,2024-07-17 10:54:34,ORD_SYN_00000918,1,249.99,0.025,6.25,Delivered,Not Returned
CONV_SYN_00001581,CLK_SYN_00006219,AFF019,MER0057,CAMP0050,CUST002535,B07VWX901,SES00253501,2024-07-17 14:13:26,ORD_SYN_00001581,1,99.99,0.025,2.5,Delivered,Not Returned
CONV_SYN_00001536,CLK_SYN_00003271,AFF015,MER0031,CAMP0033,CUST003877,B09GHI456,SES00387702,2024-07-18 01:11:48,ORD_SYN_00001536,1,99.99,0.03,3.0,Cancelled,Not Returned
CONV_SYN_00001471,CLK_SYN_00009449,AFF015,MER0014,CAMP0046,CUST003574,B07TUVW901,SES00357403,2024-07-18 04:52:20,ORD_SYN_00001471,1,149.95,0.025,3.75,Delivered,Not Returned
CONV_SYN_00001370,CLK_SYN_00004938,AFF016,MER0049,CAMP0029,CUST001885,B07MNO012,SES00188502,2024-07-18 17:38:47,ORD_SYN_00001370,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00000150,CLK_SYN_00009212,AFF020,MER0052,CAMP0035,CUST000373,B08N5WRWNW,SES00037303,2024-07-18 18:12:50,ORD_SYN_00000150,1,49.99,0.04,2.0,Delivered,Returned
CONV_SYN_00001832,CLK_SYN_00009212,AFF020,MER0052,CAMP0035,CUST000373,B08N5WRWNW,SES00037303,2024-07-19 01:38:38,ORD_SYN_00001832,1,49.99,0.04,2.0,Cancelled,Returned
CONV_SYN_00000327,CLK_SYN_00007770,AFF008,MER0061,CAMP0028,CUST004359,B08STU345,SES00435901,2024-07-19 06:05:09,ORD_SYN_00000327,1,349.99,0.025,8.75,Delivered,Not Returned
CONV_SYN_00001207,CLK_SYN_00007000,AFF018,MER0048,CAMP0011,CUST000137,B08ABC890,SES00013703,2024-07-19 10:18:34,ORD_SYN_00001207,1,249.99,0.025,6.25,Cancelled,Returned
CONV_SYN_00000526,CLK_SYN_00000981,AFF005,MER0016,CAMP0032,CUST001293,B07MNO789,SES00129301,2024-07-19 14:01:44,ORD_SYN_00000526,1,199.95,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00000240,CLK_SYN_00006252,AFF015,MER0026,CAMP0020,CUST001423,B07GHI456,SES00142303,2024-07-19 14:23:09,ORD_SYN_00000240,1,149.99,0.035,5.25,Delivered,Returned
CONV_SYN_00000090,CLK_SYN_00000928,AFF001,MER0007,CAMP0015,CUST003475,B09PQR901,SES00347501,2024-07-19 22:14:48,ORD_SYN_00000090,1,349.99,0.02,7.0,Delivered,Not Returned
CONV_SYN_00001316,CLK_SYN_00009447,AFF016,MER0038,CAMP0049,CUST002529,B09XYZ234,SES00252902,2024-07-20 05:19:46,ORD_SYN_00001316,1,348.0,0.02,6.96,Cancelled,Returned
CONV_SYN_00001571,CLK_SYN_00000928,AFF001,MER0007,CAMP0015,CUST003475,B09PQR901,SES00347501,2024-07-20 08:16:36,ORD_SYN_00001571,1,349.99,0.02,7.0,Delivered,Returned
CONV_SYN_00000921,CLK_SYN_00009447,AFF016,MER0038,CAMP0049,CUST002529,B09XYZ234,SES00252902,2024-07-20 13:47:22,ORD_SYN_00000921,1,348.0,0.02,6.96,Delivered,Not Returned
CONV_SYN_00000741,CLK_SYN_00000314,AFF001,MER0007,CAMP0021,CUST002143,B07DEF456,SES00214302,2024-07-20 14:31:35,ORD_SYN_00000741,1,299.0,0.025,7.48,Cancelled,Not Returned
CONV_SYN_00001203,CLK_SYN_00009328,AFF008,MER0057,CAMP0032,CUST000016,B09YZA901,SES00001602,2024-07-20 21:06:01,ORD_SYN_00001203,1,199.99,0.03,6.0,Cancelled,Returned
CONV_SYN_00000049,CLK_SYN_00000981,AFF005,MER0016,CAMP0032,CUST001293,B07MNO789,SES00129301,2024-07-20 22:27:32,ORD_SYN_00000049,1,199.95,0.03,6.0,Delivered,Returned
CONV_SYN_00001865,CLK_SYN_00009449,AFF015,MER0014,CAMP0046,CUST003574,B07TUVW901,SES00357403,2024-07-20 22:47:32,ORD_SYN_00001865,1,149.95,0.025,3.75,Delivered,Not Returned
CONV_SYN_00001909,CLK_SYN_00002039,AFF015,MER0071,CAMP0017,CUST001572,B08ABC123,SES00157202,2024-07-21 07:28:13,ORD_SYN_00001909,1,2495.0,0.015,37.42,Delivered,Returned
CONV_SYN_00001970,CLK_SYN_00007477,AFF014,MER0049,CAMP0024,CUST001383,B07GHI789,SES00138301,2024-07-21 08:51:38,ORD_SYN_00001970,1,179.0,0.02,3.58,Delivered,Not Returned
CONV_SYN_00000464,CLK_SYN_00002088,AFF011,MER0098,CAMP0005,CUST001792,B07DEF456,SES00179203,2024-07-21 15:37:13,ORD_SYN_00000464,1,299.0,0.025,7.48,Delivered,Not Returned
CONV_SYN_00001089,CLK_SYN_00009328,AFF008,MER0057,CAMP0032,CUST000016,B09YZA901,SES00001602,2024-07-21 23:28:49,ORD_SYN_00001089,1,199.99,0.03,6.0,Delivered,Returned
CONV_SYN_00000233,CLK_SYN_00009246,AFF012,MER0065,CAMP0032,CUST003201,B08MNO012,SES00320103,2024-07-22 03:02:00,ORD_SYN_00000233,1,149.99,0.03,4.5,Cancelled,Not Returned
CONV_SYN_00001176,CLK_SYN_00000958,AFF004,MER0034,CAMP0018,CUST002059,B09PQR678,SES00205903,2024-07-22 03:02:21,ORD_SYN_00001176,1,399.99,0.02,8.0,Delivered,Returned
CONV_SYN_00000254,CLK_SYN_00006196,AFF010,MER0006,CAMP0012,CUST000465,B07HGJKL12,SES00046503,2024-07-22 06:48:29,ORD_SYN_00000254,1,249.0,0.02,4.98,Delivered,Not Returned
CONV_SYN_00000162,CLK_SYN_00000775,AFF012,MER0061,CAMP0008,CUST000378,B07PQR345,SES00037801,2024-07-22 14:11:45,ORD_SYN_00000162,1,399.0,0.02,7.98,Cancelled,Not Returned
CONV_SYN_00001713,CLK_SYN_00004969,AFF011,MER0080,CAMP0039,CUST002060,B08QRST678,SES00206003,2024-07-23 00:29:38,ORD_SYN_00001713,2,399.98,0.02,8.0,Cancelled,Not Returned
CONV_SYN_00000747,CLK_SYN_00005362,AFF008,MER0091,CAMP0019,CUST003004,B08STU234,SES00300401,2024-07-23 12:14:19,ORD_SYN_00000747,1,128.0,0.03,3.84,Delivered,Not Returned
CONV_SYN_00000958,CLK_SYN_00009595,AFF004,MER0040,CAMP0003,CUST004866,B07VWX901,SES00486602,2024-07-23 13:29:35,ORD_SYN_00000958,1,99.99,0.025,2.5,Delivered,Returned
CONV_SYN_00001888,CLK_SYN_00006196,AFF010,MER0006,CAMP0012,CUST000465,B07HGJKL12,SES00046503,2024-07-24 00:08:53,ORD_SYN_00001888,2,498.0,0.02,9.96,Delivered,Returned
CONV_SYN_00000192,CLK_SYN_00006728,AFF012,MER0083,CAMP0023,CUST002213,B07EFG567,SES00221302,2024-07-24 01:08:04,ORD_SYN_00000192,1,449.95,0.025,11.25,Cancelled,Returned
CONV_SYN_00000565,CLK_SYN_00004096,AFF016,MER0099,CAMP0025,CUST002943,B07MNO678,SES00294301,2024-07-24 02:58:52,ORD_SYN_00000565,1,34.99,0.04,1.4,Delivered,Not Returned
CONV_SYN_00000772,CLK_SYN_00000443,AFF013,MER0052,CAMP0045,CUST001793,B08ABC890,SES00179301,2024-07-24 04:12:20,ORD_SYN_00000772,1,249.99,0.025,6.25,Delivered,Not Returned
CONV_SYN_00001061,CLK_SYN_00003245,AFF007,MER0055,CAMP0006,CUST000443,B08C1W5N87,SES00044302,2024-07-24 08:44:18,ORD_SYN_00001061,3,239.85,0.03,7.2,Delivered,Returned
CONV_SYN_00000153,CLK_SYN_00003868,AFF009,MER0081,CAMP0018,CUST000014,B07VWX567,SES00001401,2024-07-24 09:21:30,ORD_SYN_00000153,1,99.0,0.025,2.48,Delivered,Returned
CONV_SYN_00000871,CLK_SYN_00004477,AFF019,MER0010,CAMP0044,CUST000828,B09GHI123,SES00082803,2024-07-24 10:48:42,ORD_SYN_00000871,1,179.99,0.025,4.5,Delivered,Not Returned
CONV_SYN_00000009,CLK_SYN_00006526,AFF009,MER0044,CAMP0037,CUST004546,B07PQR345,SES00454601,2024-07-24 19:47:56,ORD_SYN_00000009,1,399.0,0.02,7.98,Cancelled,Not Returned
CONV_SYN_00001123,CLK_SYN_00006237,AFF003,MER0057,CAMP0001,CUST000081,B09GHI789,SES00008103,2024-07-24 20:28:04,ORD_SYN_00001123,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00000532,CLK_SYN_00003245,AFF007,MER0055,CAMP0006,CUST000443,B08C1W5N87,SES00044302,2024-07-25 02:01:42,ORD_SYN_00000532,1,79.95,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000294,CLK_SYN_00007101,AFF013,MER0074,CAMP0023,CUST004053,B09MNOP345,SES00405303,2024-07-25 04:59:41,ORD_SYN_00000294,1,79.99,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000695,CLK_SYN_00008603,AFF017,MER0034,CAMP0022,CUST002256,B07VWX678,SES00225602,2024-07-25 07:10:41,ORD_SYN_00000695,2,658.0,0.02,13.16,Cancelled,Not Returned
CONV_SYN_00000161,CLK_SYN_00001500,AFF011,MER0082,CAMP0022,CUST004154,B07EFG567,SES00415403,2024-07-25 07:43:08,ORD_SYN_00000161,1,449.95,0.025,11.25,Delivered,Not Returned
CONV_SYN_00001528,CLK_SYN_00005869,AFF011,MER0035,CAMP0034,CUST002352,B09YZA901,SES00235201,2024-07-25 16:19:00,ORD_SYN_00001528,1,199.99,0.03,6.0,Cancelled,Not Returned
CONV_SYN_00000259,CLK_SYN_00003868,AFF009,MER0081,CAMP0018,CUST000014,B07VWX567,SES00001401,2024-07-26 00:26:18,ORD_SYN_00000259,1,99.0,0.025,2.48,Delivered,Not Returned
CONV_SYN_00001520,CLK_SYN_00008312,AFF005,MER0065,CAMP0048,CUST004422,B08BCD234,SES00442201,2024-07-26 07:52:13,ORD_SYN_00001520,3,1493.97,0.02,29.88,Delivered,Returned
CONV_SYN_00001846,CLK_SYN_00003868,AFF009,MER0081,CAMP0018,CUST000014,B07VWX567,SES00001401,2024-07-26 13:46:42,ORD_SYN_00001846,1,99.0,0.025,2.48,Delivered,Not Returned
CONV_SYN_00000343,CLK_SYN_00009527,AFF020,MER0049,CAMP0021,CUST000657,B08JKL012,SES00065702,2024-07-26 15:41:04,ORD_SYN_00000343,2,438.0,0.02,8.76,Cancelled,Not Returned
CONV_SYN_00000351,CLK_SYN_00008435,AFF020,MER0080,CAMP0014,CUST000784,B08EFG123,SES00078401,2024-07-26 17:12:18,ORD_SYN_00000351,1,79.99,0.03,2.4,Cancelled,Not Returned
CONV_SYN_00001152,CLK_SYN_00006237,AFF003,MER0057,CAMP0001,CUST000081,B09GHI789,SES00008103,2024-07-26 19:40:40,ORD_SYN_00001152,1,49.99,0.04,2.0,Cancelled,Not Returned
CONV_SYN_00001266,CLK_SYN_00005815,AFF011,MER0045,CAMP0027,CUST003785,B09GHI456,SES00378502,2024-07-26 22:27:33,ORD_SYN_00001266,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00000851,CLK_SYN_00008989,AFF010,MER0083,CAMP0002,CUST002822,B08C1W5N87,SES00282203,2024-07-27 04:35:48,ORD_SYN_00000851,1,79.95,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000095,CLK_SYN_00005672,AFF016,MER0030,CAMP0037,CUST001736,B09GHI456,SES00173602,2024-07-27 09:57:29,ORD_SYN_00000095,1,99.99,0.03,3.0,Delivered,Not Returned
CONV_SYN_00000616,CLK_SYN_00009102,AFF002,MER0062,CAMP0037,CUST002492,B08N5WRWNW,SES00249202,2024-07-27 14:48:24,ORD_SYN_00000616,1,49.99,0.04,2.0,Delivered,Returned
CONV_SYN_00001555,CLK_SYN_00005761,AFF007,MER0019,CAMP0031,CUST000213,B07GHI456,SES00021303,2024-07-27 15:45:18,ORD_SYN_00001555,1,149.99,0.035,5.25,Delivered,Returned
CONV_SYN_00001681,CLK_SYN_00004623,AFF019,MER0025,CAMP0039,CUST003943,B08EFG123,SES00394301,2024-07-27 20:26:57,ORD_SYN_00001681,2,159.98,0.03,4.8,Cancelled,Not Returned
CONV_SYN_00000507,CLK_SYN_00005516,AFF001,MER0095,CAMP0015,CUST003101,B08JKL456,SES00310101,2024-07-27 20:37:49,ORD_SYN_00000507,2,199.98,0.04,8.0,Delivered,Not Returned
CONV_SYN_00000064,CLK_SYN_00004440,AFF004,MER0021,CAMP0037,CUST001385,B07VWX678,SES00138503,2024-07-28 17:55:40,ORD_SYN_00000064,1,329.0,0.02,6.58,Delivered,Returned
CONV_SYN_00000377,CLK_SYN_00002837,AFF020,MER0081,CAMP0038,CUST003487,B08JKL789,SES00348702,2024-07-28 21:36:37,ORD_SYN_00000377,1,25.99,0.04,1.04,Delivered,Returned
CONV_SYN_00000268,CLK_SYN_00007975,AFF007,MER0088,CAMP0004,CUST004867,B09YZA234,SES00486702,2024-07-29 02:12:29,ORD_SYN_00000268,1,199.99,0.02,4.0,Delivered,Returned
CONV_SYN_00001926,CLK_SYN_00007975,AFF007,MER0088,CAMP0004,CUST004867,B09YZA234,SES00486702,2024-07-29 05:10:41,ORD_SYN_00001926,1,199.99,0.02,4.0,Cancelled,Returned
CONV_SYN_00000484,CLK_SYN_00001692,AFF018,MER0080,CAMP0008,CUST004877,B07TUVW901,SES00487702,2024-07-29 12:11:01,ORD_SYN_00000484,2,299.9,0.025,7.5,Cancelled,Not Returned
CONV_SYN_00000005,CLK_SYN_00002929,AFF008,MER0093,CAMP0041,CUST001399,B09MNOP345,SES00139902,2024-07-29 18:08:46,ORD_SYN_00000005,1,79.99,0.03,2.4,Delivered,Not Returned
CONV_SYN_00000818,CLK_SYN_00007250,AFF015,MER0031,CAMP0021,CUST004262,B07DEF890,SES00426202,2024-07-29 21:26:33,ORD_SYN_00000818,1,25.99,0.04,1.04,Delivered,Not Returned
CONV_SYN_00000652,CLK_SYN_00001651,AFF004,MER0063,CAMP0014,CUST003160,B07MNO789,SES00316001,2024-07-29 21:37:33,ORD_SYN_00000652,1,199.95,0.03,6.0,Delivered,Not Returned
CONV_SYN_00001018,CLK_SYN_00005077,AFF006,MER0098,CAMP0004,CUST001789,B08JKL456,SES00178901,2024-07-29 23:10:42,ORD_SYN_00001018,1,99.99,0.04,4.0,Delivered,Not Returned
CONV_SYN_00001962,CLK_SYN_00007975,AFF007,MER0088,CAMP0004,CUST004867,B09YZA234,SES00486702,2024-07-30 00:19:05,ORD_SYN_00001962,1,199.99,0.02,4.0,Delivered,Not Returned
